BodyName,Ad,Ag,Al,Ar,Au,Be,C6Hn,Cl,Co,Cs,Cu,Dy,Eu,F,Fe,H2O,He-3,Hg,HnCn,Ie,IL,Ir,Li,Nd,Ne,Ni,Pb,Pd,Pt,Pu,R-COC,Rc,Sb,SiH3Cl,Ta,Ti,Tsn,U,V,Vr,Vy,W,Xe,xF4,Yb
Bardeen III,,,,X,,,,X,X,,,,,,X,X,,,,,,,,,,X,,,,,X,,,X,,,,,,,,,,,
Bardeen III-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardeen III-b,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Bardeen IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardeen IV-a,,,,,,,,X,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Bardeen V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardeen V-a,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
Bardeen V-b,,,,,,,,X,,,,,,,X,,,,X,,,X,,,,,X,,,,,,,,X,,,X,,,,,,,
Bardeen V-c,,,,,,,,X,X,,X,,,,,X,,,,,,,,,,X,,,X,,,,,X,,,,,,,,,X,,
Bardeen V-d,,,,,,,,X,,,X,,,X,X,X,,,,,,X,,,,,,,,,,,,,X,,,X,,,,,,,
Bardeen V-e,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,
Bardeen V-f,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Bardeen VI,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardeen VI-a,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Bardeen VI-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Bardeen VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardeen VII-a,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,
Celebrai I,,,,,,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,X,,,X,,,,,,,X
Celebrai II,,,,,X,,,X,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,
Celebrai III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrai III-a,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Celebrai III-b,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrai III-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Celebrai IV,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk I,,,,,,,,X,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Marduk I-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk II,,,,,,,,,X,,X,,,,,,,,,,,,,,,X,,X,X,X,,,,,,,,X,X,,,,,,
Marduk III,,,,,,,,X,,,,,,,X,,,,,,,,,,,,X,,,,,,,X,,,,X,,,,,,,
Marduk III-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk IV,,,,X,,,,,,,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,
Marduk V,,,,,,,,X,X,,,,,,,X,,,,,,,,,,X,X,,,,,,,X,,,,X,,,,,,,
Marduk V-a,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk VI,,,,,X,,,X,X,X,X,,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Marduk VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk VII-a,,,,,X,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk VII-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk VII-c,,,,X,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Marduk VII-d,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marduk VIII,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Marduk IX,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
Marduk IX-a,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
Marduk IX-b,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
Pyraas I,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas II,,,,X,,,,X,,,,,,,,X,,,,,,X,,,,,X,,,,,,,X,,X,,X,,,,,,,
Pyraas II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas III,,,,,,,,X,X,X,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,,X,X,,,,,,
Pyraas III-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas III-b,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas IV,,,,,,,,X,,,,,,,X,X,,,X,,,,,,,X,,,X,,,,,X,,,,X,,,,,,,
Pyraas V,,,,,,,,,,,X,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Pyraas VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas VI-a,,,,,,,,X,,,,,,,X,X,,,X,,,X,X,,,X,,,,,,,,,,,,X,,,,,,,
Pyraas VI-b,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Pyraas VI-c,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Pyraas VI-d,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Pyraas VII,,,,,,,,,,,X,,,X,X,X,,,X,,,X,,,,,,,,,,,,,,,,X,X,,,,,,
Pyraas VII-a,,,,,,,,,,,X,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas VII-b,,,,X,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
Pyraas VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas VIII-a,,,X,,,,,X,,,,,,,X,X,X,,,,,,,,,X,X,,,,,,,X,,,,,,,,,,,
Pyraas VIII-b,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Pyraas VIII-c,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyraas VIII-d,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix I,,,X,,,X,,,,,X,,,,X,X,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,
Strix I-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix II,,,,X,,,X,,,,X,,,X,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Strix III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix III-a,,X,X,,,,,,X,,,,,,,X,X,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Strix III-b,,,,,,,,,,,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Strix III-c,,,,,,,,,X,,X,,,X,,X,,,,,,X,,,,X,,X,,,,,,,,,,X,,,,,,,
Strix III-d,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix IV,,,,,X,,,,X,,X,,,X,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Strix IV-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix V,,,,,,,,X,,,,,,,,X,,,,,,X,X,,,X,,,,,,,,,,,,X,,,,,X,,
Strix VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix VI-a,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix VI-b,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Strix VI-c,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne I,,,,X,,,X,,,,,,,,,,,,,,,X,,,X,,,,,X,,,,,,,,X,,X,,,,,
Verne I-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne II,,,,X,,,X,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,X,,,,,,X,,,
Verne II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne III,,,,X,,,,,,,X,,,,,X,,,,,,X,,,,X,,X,,,,,,,,,,X,,,,,,,
Verne III-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne IV,,X,,X,,,X,,,,,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,X,X,,,,,,
Verne V,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,X,,,,,,,,,,,X,X,,,,,,X
Verne VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne VI-a,,X,,,,,,,,,X,,,X,,X,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,
Verne VI-b,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne VII-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Verne VII-b,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Verne VII-c,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verne VII-d,,X,,,,,,,,,X,,,X,,X,,X,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Verne VII-e,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Archimedes I,,,,,,,,,X,,,,,,X,X,,,X,,,,,,,X,,,X,,,,,,,,,X,,,,,,,
Archimedes I-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archimedes II,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Archimedes III,,,X,,,X,,X,,,X,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,X,,,
Archimedes IV,,,,,,,,,,,X,,,X,,X,,X,,,X,,,,,,X,,,,,,,,,,,,,,,,,,
Archimedes IV-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Archimedes V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archimedes V-a,,,,,,,,X,,,X,,,,X,X,,,,,,,,,,X,,X,,,,,,,X,,,,,,,,,,X
Archimedes V-b,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
Archimedes VI,,,,,,,,,X,,X,,,,X,X,,,,,,,,,,X,,,X,,,,,,,,,X,,,,,,,
Archimedes VI-a,,X,,X,,,,,,,,,,,,X,,,,,,X,,,,,X,,,,X,,,,,,,X,,,,,,,
Archimedes VI-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr I,,X,,,,,,X,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Bohr I-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr II,,,,,,,,,,,X,,,,X,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Bohr III,,,,,,,,X,X,,,,,,X,X,,,X,,,,X,,,X,,,,,,,,X,,,,,,,,,,,
Bohr III-a,,,X,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr III-b,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr IV,,,,,X,,,,X,,X,,,X,,,,,,,,,,,,X,,,X,,,,X,,,,,X,,,,,,,
Bohr V,,,,,,,,X,,X,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,
Bohr VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr VI-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Bohr VI-b,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Bohr VI-c,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr VI-d,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohr VII,,,,,,,,X,,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,
Bohr VIII,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi I,,X,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,X,X,,,,,,
Fermi II,,X,,,,,,,,,,,,,X,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
Fermi II-a,,,X,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi III,,,,X,,,X,,,,,,,,X,X,,,X,,,X,,,,,,,,,,,,,,,,X,X,,,,,,
Fermi III-a,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi III-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IV,,,,,,,,,X,,X,,,X,,X,,,,,,X,,,,X,,,,,,,,,,,,X,X,,,,,,
Fermi IV-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IV-b,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi V,,,,,,,,X,X,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,X,,
Fermi V-a,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi VI,,,,,,,,X,,,X,,,X,X,X,,,X,,,,,,,,,,,,,,,X,X,,,,,,,,,,
Fermi VI-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi VII-a,,,,,,,,,X,,X,,,X,,X,,,,,,,,,,X,,X,X,,,,,,,,,X,,,,,,,
Fermi VII-b,,,X,,,,,,,,,X,X,,,X,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,
Fermi VII-c,,,X,,,X,,,,,X,,,,X,X,,,,,,,,X,,X,,,,,,,,,,,,X,,,,,,,
Fermi VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi VIII-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi VIII-b,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Fermi VIII-c,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Fermi VIII-d,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IX-a,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Fermi IX-b,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,
Fermi IX-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IX-d,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi IX-e,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Fermi X,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X
Hawking I,,,,X,,,,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,
Hawking I-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawking II,,,,,,,,X,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawking III,,,,,,,,,,,X,,,,,X,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,X,
Hawking IV,,,,,,,,X,,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Hawking IV-a,,,,,,,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,X
Hawking V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawking V-a,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawking VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawking VI-a,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,X,X,,,,,,,,,,,,,,,,
Hawking VI-b,,X,,,,,,X,,,,,,,,X,,,,,,,X,,,X,X,,X,,,,,X,,,,,,,,,,,
Huygens I,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens I-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens I-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens II,,,,,,,,X,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,X,,,,X,,
Huygens II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens II-b,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens III,,,,,,,,X,,X,X,,,X,,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
Huygens IV,,,,X,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Huygens V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens V-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Huygens V-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Huygens VI,,,,,,,,X,X,,,,,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,
Huygens VI-a,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,X,X,,,X,,,
Huygens VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens VII-a,,,,,,,,X,X,,,,,,,X,,,,,,X,,,,X,,,,,,,,,,,X,X,,,,,,,
Huygens VII-b,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,
Huygens VII-c,,,X,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Huygens VII-d,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
Huygens VII-e,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huygens VIII,,,,,,,,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,
Katydid I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katydid I-a,,,,,,,,X,,,,,,,X,X,X,,X,,,,,,,,,,,,,,,X,,,,X,,,,,,,X
Katydid I-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Katydid II,,X,,,,,,X,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Katydid III,,X,X,,,X,,,,,X,,,,X,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,
Masada I,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada II,,X,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,X,,,,,,,
Masada III,,,,X,,,,,X,,,,,,X,X,,,X,,,,,,,X,,,X,,,,,,,,,,,,,,,,X
Masada IV,,,,,,,,,X,,,,,X,,X,,,,,,,,,,X,X,,,,,,,,,,,X,X,,,X,,,
Masada IV-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada V-a,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Masada V-b,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Masada V-c,,,,X,,,X,,,,,,,,,X,,,,,,,,,,X,X,,,,,,,,,,,X,,,,X,,,
Masada VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada VI-a,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada VII-a,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada VII-b,,,,,,,,,,,X,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
Masada VIII,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada VIII-a,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masada IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bannoc I,,X,,,,,,,X,,,,,,,,,X,,,,,,,,X,X,,,,,,,,,,,X,,,,,,,
Bannoc II,,,X,X,,,,,,,,,,,,X,,,,,,X,,,,X,,,X,,,,,,,,,X,X,,,,,,
Bannoc III,,,,,,,,X,,,X,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Heinlein I,,,X,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein II,,,,,,,,X,,,,,,,X,,,,,,,X,,,,X,,,,,,,,,,,,X,X,,,,,,
Heinlein II-a,,,X,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Heinlein II-b,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein III,,,,X,,,,,,,,,,,,X,,,,,,X,,,X,X,,X,,,,,,,,,,X,,,,,,,
Heinlein III-a,,,X,,,X,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein IV-a,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein IV-b,,X,,,,,,X,,X,,,,,X,X,,X,X,,,,,,,,X,,,,,,,,,,,,,,,,,,
Heinlein IV-c,,,,,,,,,,,X,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Heinlein IV-d,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Heinlein IV-e,,,,,,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
Heinlein V,,X,,X,,,,,X,,,,,,,X,,,,,,,,,,X,X,X,,,X,,,,,,,,,,,,,,
Heinlein V-a,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,
Heinlein V-b,,,X,,,X,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Heinlein V-c,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein VI-a,,,,,,,,X,X,,,,,,,X,,,,,,,,,,X,X,X,,,,,,X,,,,,,,,,X,,
Heinlein VI-b,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinlein VI-c,,,,,,,,X,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Heinlein VI-d,,,,,,,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Heinlein VI-e,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
Heinlein VII,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Denebola II-a,,,X,,,,,X,,,,,,,X,,X,,,,,,X,,,,,,,,,,,X,,,,X,,,,,,,
Leonis VI-a,,X,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
Muphrid I-b,,,X,,,,,,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Cruth,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
Serpentis VI-a,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Serpentis VI-b,,,,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrma V-a,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
